brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Mahindra,Mahindra KUV,5,70000,Individual,Diesel,Manual,25.32,1198,77.0,6,3.5
Mahindra,Mahindra XUV500,8,63000,Dealer,Diesel,Manual,15.1,2179,140.0,7,6.5
Mercedes-Benz,Mercedes-Benz E-Class,9,58000,Dealer,Petrol,Manual,12.3,1796,185.0,5,12.5
Maruti,Maruti Swift Dzire,4,22000,Individual,Diesel,Manual,28.4,1248,74.02,5,7.5
Honda,Honda City,11,57977,Dealer,Petrol,Manual,17.0,1497,118.0,5,2.99
Land Rover,Land Rover Rover,3,13000,Dealer,Petrol,Automatic,12.19,1997,237.36,4,70.0
Mini,Mini Cooper,9,67000,Dealer,Petrol,Automatic,17.33,1998,189.08,4,13.25
Maruti,Maruti Ertiga,7,48242,Dealer,Diesel,Manual,20.77,1248,88.76,7,5.24
Ford,Ford Figo,9,68000,Dealer,Diesel,Manual,20.0,1399,68.05,5,1.69
Maruti,Maruti Ertiga,7,40000,Individual,Diesel,Manual,20.77,1248,88.8,7,5.0
Audi,Audi Q7,9,98000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,20.0
Maruti,Maruti Swift Dzire,8,113450,Individual,Diesel,Manual,23.4,1248,74.0,5,3.8
Maruti,Maruti Wagon R,3,80000,Individual,Petrol,Automatic,20.51,998,67.0,5,4.0
Hyundai,Hyundai Santro,1,1000,Dealer,Petrol,Automatic,20.3,1086,68.0,5,5.65
Maruti,Maruti Wagon R,6,20292,Dealer,Petrol,Manual,20.51,998,67.04,5,3.35
Mahindra,Mahindra Scorpio,11,67900,Dealer,Diesel,Manual,12.05,2179,120.0,7,3.0
Mahindra,Mahindra Scorpio,6,40000,Dealer,Diesel,Manual,15.4,1997,120.0,7,10.51
Hyundai,Hyundai Grand,4,60000,Individual,Diesel,Manual,24.0,1186,73.97,5,5.1
Renault,Renault KWID,3,25000,Individual,Petrol,Automatic,24.04,999,67.0,5,3.7
Maruti,Maruti Wagon R,15,70000,Individual,Petrol,Manual,18.9,998,67.1,5,2.0
Maruti,Maruti Baleno,3,21000,Individual,Diesel,Manual,27.39,1248,74.0,5,6.25
Mahindra,Mahindra Scorpio,3,39000,Dealer,Diesel,Manual,16.36,2179,140.0,7,12.9
Hyundai,Hyundai Creta,4,30000,Dealer,Petrol,Manual,15.8,1591,121.3,5,8.9
Hyundai,Hyundai Verna,9,61000,Dealer,Diesel,Manual,22.32,1582,126.3,5,4.2
Maruti,Maruti Swift,4,5743,Trustmark Dealer,Petrol,Manual,20.4,1197,83.11,5,5.0
Hyundai,Hyundai Grand,3,24200,Individual,Petrol,Manual,18.9,1197,81.86,5,6.0
Maruti,Maruti Baleno,4,57000,Individual,Diesel,Manual,27.39,1248,74.0,5,5.9
Hyundai,Hyundai i10,10,58000,Dealer,Petrol,Manual,20.36,1197,78.9,5,1.9
Datsun,Datsun GO,4,15000,Individual,Petrol,Manual,19.44,1198,67.0,7,5.0
Maruti,Maruti Celerio,4,10000,Individual,Petrol,Manual,23.1,998,67.04,5,4.5
Mahindra,Mahindra XUV500,6,100000,Individual,Diesel,Manual,15.1,2179,140.0,7,6.5
BMW,BMW Z4,1,2000,Dealer,Petrol,Automatic,11.29,2998,335.0,2,82.5
Maruti,Maruti Wagon R,1,10000,Individual,Petrol,Manual,20.52,1197,81.8,5,5.0
Maruti,Maruti Alto,12,43000,Individual,Petrol,Manual,19.7,796,46.3,5,1.4
Honda,Honda Amaze,8,64000,Dealer,CNG,Manual,18.0,1198,86.7,5,3.49
Maruti,Maruti Wagon R,7,30000,Individual,Petrol,Manual,20.51,998,67.06,5,3.25
Honda,Honda City,7,63000,Dealer,Petrol,Manual,17.8,1497,117.3,5,4.35
Maruti,Maruti Celerio,3,28000,Dealer,CNG,Manual,31.79,998,58.33,5,4.55
Land Rover,Land Rover Rover,3,25000,Individual,Petrol,Automatic,9.17,2995,335.25,7,62.0
Honda,Honda City,4,32226,Dealer,Petrol,Manual,17.8,1497,117.3,5,7.55
Maruti,Maruti Alto,7,65000,Individual,Petrol,Manual,23.95,998,67.05,5,2.45
Kia,Kia Seltos,2,14000,Dealer,Diesel,Manual,20.8,1493,113.4,5,13.5
Renault,Renault KWID,3,15000,Individual,Petrol,Automatic,24.04,999,67.0,5,3.1
BMW,BMW 6,3,30000,Individual,Petrol,Automatic,14.28,1998,254.7,4,55.0
Maruti,Maruti Swift Dzire,3,32000,Dealer,Diesel,Manual,19.3,1248,73.9,5,6.75
Maruti,Maruti Wagon R,2,30000,Individual,Petrol,Manual,20.52,1197,81.8,5,5.0
Hyundai,Hyundai i10,11,25000,Individual,Petrol,Manual,20.36,1197,78.9,5,3.0
Mahindra,Mahindra Scorpio,5,35000,Individual,Diesel,Automatic,15.4,2179,120.0,7,14.5
Mahindra,Mahindra Scorpio,8,140000,Individual,Diesel,Manual,12.05,2179,120.0,8,5.3
Ford,Ford Ecosport,7,65597,Trustmark Dealer,Diesel,Manual,22.7,1498,89.84,5,5.75
Hyundai,Hyundai i20,4,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,5.5
Maruti,Maruti Ciaz,7,160000,Individual,Diesel,Manual,26.21,1248,88.5,5,5.0
Maruti,Maruti Baleno,1,7124,Individual,Petrol,Manual,21.01,1197,81.8,5,6.43
Ford,Ford Ecosport,2,15000,Individual,Petrol,Manual,18.1,999,123.24,5,10.0
Hyundai,Hyundai Grand,5,34000,Individual,Petrol,Manual,18.9,1197,82.0,5,5.5
Volkswagen,Volkswagen Vento,10,280000,Individual,Diesel,Manual,20.54,1598,103.6,5,3.0
Tata,Tata Tigor,3,40000,Individual,Petrol,Manual,20.3,1199,84.0,5,4.7
Honda,Honda City,7,77000,Dealer,Diesel,Manual,26.0,1498,98.6,5,5.25
Datsun,Datsun GO,4,15000,Individual,Petrol,Manual,19.44,1198,67.0,7,4.69
Maruti,Maruti Alto,9,60000,Individual,Petrol,Manual,20.92,998,67.1,5,2.1
Maruti,Maruti Alto,8,120000,Individual,Petrol,Manual,22.74,796,47.3,5,2.0
Renault,Renault KWID,2,2500,Individual,Petrol,Manual,23.01,999,67.0,5,4.0
Jaguar,Jaguar XF,8,50000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,21.5
Maruti,Maruti Celerio,5,46500,Individual,Petrol,Manual,23.1,998,67.04,5,3.4
Maruti,Maruti Alto,16,5000,Individual,Petrol,Manual,19.7,796,46.3,5,0.95
Maruti,Maruti Swift,9,68000,Individual,Diesel,Manual,22.9,1248,74.0,5,3.81
Mercedes-Benz,Mercedes-Benz C-Class,10,45000,Dealer,Diesel,Automatic,14.94,2143,204.0,5,7.75
Maruti,Maruti Swift Dzire,4,20000,Individual,Diesel,Manual,28.4,1248,74.02,5,7.0
Maruti,Maruti Ciaz,4,106000,Dealer,Diesel,Manual,28.09,1248,88.5,5,6.75
Honda,Honda City,6,28000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,6.7
Mahindra,Mahindra XUV500,3,50000,Individual,Diesel,Manual,16.0,2179,140.0,7,10.5
BMW,BMW X5,2,19000,Individual,Diesel,Automatic,13.38,2993,265.0,5,79.0
Honda,Honda City,10,55000,Dealer,Petrol,Manual,17.0,1497,118.0,5,3.6
Ford,Ford Figo,4,53000,Individual,Diesel,Manual,25.83,1498,99.0,5,4.0
Hyundai,Hyundai Verna,7,89000,Dealer,Diesel,Manual,22.32,1582,126.32,5,4.7
Maruti,Maruti Alto,3,22000,Individual,Petrol,Manual,24.7,796,47.3,5,3.04
Honda,Honda City,7,69000,Dealer,Diesel,Manual,26.0,1498,98.6,5,4.9
Mahindra,Mahindra Scorpio,5,155000,Individual,Diesel,Manual,15.4,1997,120.0,7,8.64
Mahindra,Mahindra XUV500,8,85000,Dealer,Diesel,Manual,16.0,2179,140.0,7,4.8
Maruti,Maruti Wagon R,2,3600,Dealer,Petrol,Automatic,20.52,1197,81.8,5,5.75
Maruti,Maruti Baleno,2,5000,Individual,Petrol,Automatic,21.4,1197,83.1,5,6.86
Toyota,Toyota Innova,6,143000,Dealer,Diesel,Manual,12.99,2494,100.0,7,7.8
Audi,Audi A6,3,24000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,34.9
MG,MG Hector,2,28000,Dealer,Diesel,Manual,17.41,1956,167.68,5,16.99
Maruti,Maruti Swift,2,44000,Individual,Diesel,Manual,28.4,1248,74.0,5,8.0
Maruti,Maruti Baleno,3,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,6.8
Toyota,Toyota Fortuner,11,200000,Individual,Diesel,Manual,11.5,2982,171.0,7,12.0
Toyota,Toyota Innova,9,187031,Dealer,Diesel,Manual,12.99,2494,100.0,8,5.25
Ford,Ford Ecosport,2,22346,Dealer,Petrol,Manual,17.0,1497,121.36,5,9.55
Hyundai,Hyundai i20,9,120000,Individual,Diesel,Manual,21.9,1396,90.0,5,3.5
Maruti,Maruti Vitara,1,1000,Dealer,Petrol,Manual,17.03,1462,103.26,5,8.0
Maruti,Maruti Alto,16,56700,Individual,Petrol,Manual,19.7,796,46.3,5,0.75
Mahindra,Mahindra XUV500,6,170000,Individual,Diesel,Manual,16.0,2179,140.0,7,8.25
Mahindra,Mahindra Marazzo,2,60000,Individual,Diesel,Manual,17.3,1497,121.0,8,14.76
Honda,Honda Jazz,3,40000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,6.7
Maruti,Maruti Alto,9,28000,Dealer,Petrol,Manual,19.7,796,46.3,5,1.8
Hyundai,Hyundai Grand,4,35000,Individual,Petrol,Manual,18.9,1197,81.86,5,4.9
Maruti,Maruti Baleno,4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,5.5
Hyundai,Hyundai i10,7,40000,Individual,Petrol,Manual,20.36,1197,78.9,5,3.5
Toyota,Toyota Innova,2,35000,Individual,Diesel,Manual,13.68,2393,147.8,8,15.0
Ford,Ford Figo,9,74000,Dealer,Diesel,Manual,20.0,1399,68.05,5,1.9
Renault,Renault Duster,7,46500,Individual,Diesel,Manual,20.45,1461,83.8,5,4.6
Maruti,Maruti Swift,2,8000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,6.5
Maruti,Maruti Ciaz,5,120000,Individual,Diesel,Manual,28.09,1248,88.5,5,7.0
Maruti,Maruti Swift,4,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,4.55
Maruti,Maruti Swift,7,54000,Dealer,Petrol,Manual,22.0,1197,81.8,5,3.65
Maruti,Maruti Swift Dzire,7,11275,Dealer,Petrol,Manual,19.1,1197,85.8,5,4.7
Toyota,Toyota Fortuner,3,35000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,29.5
Maruti,Maruti Swift,9,48000,Individual,Diesel,Manual,22.9,1248,74.0,5,4.0
Renault,Renault Duster,6,68000,Dealer,Diesel,Manual,19.87,1461,83.8,5,5.5
Honda,Honda Civic,2,23000,Dealer,Petrol,Automatic,13.9,1799,130.2,5,15.19
Maruti,Maruti Swift Dzire,3,31500,Individual,Diesel,Automatic,28.4,1248,74.02,5,7.4
Honda,Honda Amaze,8,73000,Dealer,Diesel,Manual,25.8,1498,98.6,5,3.25
Hyundai,Hyundai Grand,1,10000,Individual,Petrol,Automatic,20.7,1197,81.86,5,6.0
Honda,Honda Amaze,8,208000,Individual,Diesel,Manual,25.8,1498,98.6,5,3.0
Hyundai,Hyundai i10,11,30000,Individual,Petrol,Manual,20.36,1197,78.9,5,3.0
Maruti,Maruti Wagon R,5,83000,Dealer,CNG,Manual,26.6,998,58.16,5,3.45
Mahindra,Mahindra Scorpio,3,60000,Individual,Diesel,Manual,15.4,2523,75.0,7,9.0
Mahindra,Mahindra XUV500,5,83000,Dealer,Diesel,Manual,16.0,1997,140.0,7,10.25
Isuzu,Isuzu D-Max,4,58132,Dealer,Diesel,Manual,12.4,2499,134.0,5,14.5
Maruti,Maruti Swift,6,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,4.0
Honda,Honda Amaze,7,45120,Dealer,Diesel,Manual,25.8,1498,98.6,5,3.67
Hyundai,Hyundai Grand,2,15000,Individual,Petrol,Automatic,18.9,1197,81.86,5,5.35
Maruti,Maruti Ertiga,2,15000,Individual,Petrol,Manual,19.34,1462,103.0,7,8.05
MG,MG Hector,1,1000,Dealer,Petrol,Manual,15.81,1451,141.0,5,14.88
Hyundai,Hyundai i10,9,64000,Individual,Petrol,Manual,20.36,1197,78.9,5,2.5
Mercedes-Benz,Mercedes-Benz E-Class,10,98000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,7.0
Maruti,Maruti Vitara,5,65000,Dealer,Diesel,Manual,24.3,1248,88.5,5,6.75
Maruti,Maruti Swift,6,84000,Dealer,Diesel,Manual,28.4,1248,74.0,5,4.25
Maruti,Maruti Alto,6,33000,Individual,Petrol,Manual,22.74,796,47.3,5,2.6
Honda,Honda City,5,55670,Dealer,Petrol,Manual,17.8,1497,117.3,5,7.0
Maruti,Maruti Baleno,4,50000,Individual,Diesel,Manual,27.39,1248,74.0,5,5.6
Hyundai,Hyundai Verna,15,148000,Individual,Diesel,Manual,16.8,1493,110.0,5,1.55
Porsche,Porsche Cayenne,5,47000,Dealer,Diesel,Automatic,15.15,2967,240.0,5,59.75
Maruti,Maruti Ertiga,2,18000,Dealer,Petrol,Manual,19.01,1462,103.26,7,8.0
BMW,BMW 3,10,52420,Dealer,Diesel,Automatic,22.69,1995,190.0,5,7.5
Hyundai,Hyundai Grand,6,10000,Individual,Petrol,Manual,18.9,1197,82.0,5,3.5
Toyota,Toyota Innova,5,40000,Individual,Diesel,Manual,13.68,2393,147.8,8,13.8
Mahindra,Mahindra Scorpio,6,50000,Individual,Diesel,Manual,15.4,2179,120.0,7,10.0
Maruti,Maruti Ertiga,3,50000,Individual,Petrol,Manual,17.5,1373,91.1,7,7.0
Maruti,Maruti Swift Dzire,12,76963,Individual,Petrol,Manual,17.5,1298,85.8,5,2.3
BMW,BMW 5,5,52890,Dealer,Diesel,Automatic,18.12,1995,190.0,5,28.0
Maruti,Maruti Alto,5,45000,Dealer,CNG,Manual,30.46,796,47.3,5,3.5
Maruti,Maruti Baleno,3,25000,Individual,Diesel,Manual,27.39,1248,74.0,5,8.25
Renault,Renault KWID,3,10103,Dealer,Petrol,Manual,25.17,799,53.3,5,3.25
BMW,BMW X1,7,24000,Dealer,Diesel,Automatic,17.05,1995,184.0,5,16.75
Mahindra,Mahindra XUV500,7,47240,Dealer,Diesel,Manual,15.1,2179,140.0,7,8.0
Maruti,Maruti Celerio,2,30000,Individual,Petrol,Manual,23.1,998,67.04,5,4.0
Toyota,Toyota Innova,3,58000,Dealer,Diesel,Manual,13.68,2393,147.51,7,17.5
Audi,Audi A4,8,65000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,12.0
Hyundai,Hyundai i20,6,35213,Dealer,Diesel,Manual,22.54,1396,88.73,5,5.35
Hyundai,Hyundai Grand,6,35000,Individual,Petrol,Manual,18.9,1197,82.0,5,3.56
Mahindra,Mahindra XUV500,9,92000,Dealer,Diesel,Manual,16.0,2179,140.0,7,5.5
Maruti,Maruti Eeco,3,34500,Dealer,CNG,Manual,21.94,1196,61.7,5,3.6
Maruti,Maruti Ertiga,4,50000,Individual,Diesel,Manual,24.52,1248,88.5,7,7.0
Hyundai,Hyundai Grand,5,30000,Individual,Petrol,Manual,18.9,1197,82.0,5,3.9
Toyota,Toyota Fortuner,9,51000,Dealer,Diesel,Automatic,12.55,2982,168.7,7,12.45
Mahindra,Mahindra XUV500,4,60000,Individual,Diesel,Automatic,16.0,2179,140.0,7,11.5
Maruti,Maruti Wagon R,10,83000,Dealer,Petrol,Manual,18.9,998,67.1,5,1.8
Skoda,Skoda Rapid,7,70000,Dealer,Petrol,Manual,15.0,1598,103.52,5,4.25
Ford,Ford Freestyle,2,50000,Individual,Petrol,Manual,19.0,1194,94.68,5,6.5
Maruti,Maruti Swift,9,60000,Individual,Diesel,Manual,22.9,1248,74.0,5,4.0
Honda,Honda City,12,51000,Dealer,Petrol,Manual,17.0,1497,118.0,5,2.75
Maruti,Maruti Alto,10,40000,Individual,Petrol,Manual,19.7,796,46.3,5,1.7
Skoda,Skoda Superb,11,100000,Individual,Petrol,Manual,13.14,1798,157.8,5,2.35
Mercedes-Benz,Mercedes-Benz C-Class,10,160000,Individual,Diesel,Automatic,14.84,2143,170.0,5,7.0
Maruti,Maruti Alto,7,70000,Individual,Petrol,Manual,23.95,998,67.05,5,2.5
Maruti,Maruti Swift,8,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,3.5
Hyundai,Hyundai i20,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,4.8
Maruti,Maruti Swift Dzire,4,30000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,6.9
Maruti,Maruti Ciaz,6,60000,Individual,Diesel,Manual,26.21,1248,88.5,5,6.7
Maruti,Maruti Alto,10,50000,Individual,Petrol,Manual,20.92,998,67.1,5,2.5
Mahindra,Mahindra Scorpio,4,42000,Dealer,Diesel,Manual,15.4,2523,75.0,7,9.35
Hyundai,Hyundai Verna,2,15000,Individual,Petrol,Manual,17.0,1591,121.3,5,10.3
Maruti,Maruti Wagon R,16,33650,Individual,Petrol,Manual,18.9,998,67.1,5,1.1
Hyundai,Hyundai i20,6,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,4.7
Maruti,Maruti Swift,6,30000,Individual,Petrol,Manual,20.4,1197,81.8,5,3.7
Maruti,Maruti Celerio,3,100000,Individual,Petrol,Automatic,23.1,998,67.04,5,4.5
Maruti,Maruti Wagon R,5,58000,Dealer,CNG,Manual,26.2,998,58.2,5,2.75
Maruti,Maruti Swift Dzire,2,4000,Individual,Petrol,Automatic,21.21,1197,81.8,5,7.31
Maruti,Maruti Wagon R,5,60000,Individual,Petrol,Manual,20.51,998,67.04,5,3.8
Tata,Tata Nexon,3,60000,Individual,Diesel,Manual,21.5,1497,108.5,5,9.0
Honda,Honda Amaze,5,34000,Dealer,Petrol,Manual,18.0,1198,86.7,5,5.0
Datsun,Datsun GO,4,42000,Individual,Petrol,Manual,20.63,1198,67.06,5,3.3
Tata,Tata Hexa,3,60000,Individual,Diesel,Manual,17.6,2179,153.86,7,14.0
Hyundai,Hyundai Verna,8,80000,Individual,Diesel,Manual,22.32,1582,126.3,5,5.4
Mahindra,Mahindra Bolero,13,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,3.75
Toyota,Toyota Fortuner,5,50000,Dealer,Petrol,Automatic,10.26,2694,163.7,7,26.0
Ford,Ford Ecosport,5,35200,Dealer,Petrol,Automatic,14.7,1496,120.69,5,7.25
Hyundai,Hyundai i20,1,3700,Trustmark Dealer,Petrol,Manual,18.6,1197,81.86,5,7.65
Maruti,Maruti Wagon R,5,25000,Individual,Petrol,Manual,20.51,998,67.04,5,3.8
Toyota,Toyota Fortuner,4,64000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,26.25
Mahindra,Mahindra XUV500,8,50000,Dealer,Diesel,Manual,15.1,2179,140.0,7,6.21
Maruti,Maruti Swift Dzire,2,15000,Individual,Petrol,Manual,21.21,1197,81.8,5,6.0
Mahindra,Mahindra XUV300,2,30000,Individual,Petrol,Manual,17.0,1197,110.0,5,11.3
Maruti,Maruti Swift Dzire,1,35000,Individual,Petrol,Manual,21.21,1197,81.8,5,6.7
Ford,Ford Endeavour,4,62876,Dealer,Diesel,Automatic,10.91,3198,197.0,7,28.75
Honda,Honda Amaze,6,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,3.5
Maruti,Maruti Swift Dzire,6,84003,Individual,Diesel,Manual,26.59,1248,74.0,5,5.3
Mahindra,Mahindra Thar,4,55000,Dealer,Diesel,Manual,16.55,2498,105.0,6,8.5
Maruti,Maruti Alto,5,42000,Dealer,CNG,Manual,33.44,796,40.3,4,2.6
Maruti,Maruti Alto,8,31000,Dealer,Petrol,Manual,20.92,998,67.1,5,2.3
Ford,Ford Ecosport,8,80000,Dealer,Diesel,Manual,22.7,1498,89.84,5,4.75
Tata,Tata Nexon,2,6000,Individual,Petrol,Manual,17.0,1198,108.5,5,7.5
Land Rover,Land Rover Rover,2,12000,Dealer,Diesel,Automatic,12.63,2179,147.5,5,40.0
Skoda,Skoda Superb,8,65000,Dealer,Diesel,Manual,17.2,1968,138.1,5,4.99
Honda,Honda Jazz,4,30000,Dealer,Petrol,Manual,18.7,1199,88.7,5,5.25
Hyundai,Hyundai i20,7,10000,Individual,Petrol,Manual,18.6,1197,81.83,5,5.35
Maruti,Maruti Dzire VXI,5,62150,Dealer,Petrol,Manual,23.26,1197,88.5,5,4.85
Mahindra,Mahindra XUV500,6,47300,Dealer,Diesel,Manual,15.1,2179,140.0,7,7.45
Ford,Ford Aspire,6,63000,Dealer,Diesel,Manual,25.83,1498,99.0,5,4.75
Hyundai,Hyundai Grand,7,80000,Individual,Diesel,Manual,24.0,1120,70.0,5,3.0
Volvo,Volvo S90,5,20400,Dealer,Diesel,Automatic,18.0,1969,190.0,5,36.5
Maruti,Maruti Alto,5,71000,Dealer,Petrol,Manual,24.7,796,47.3,5,2.99
Maruti,Maruti Ertiga,4,52000,Dealer,Diesel,Manual,24.52,1248,88.5,7,6.95
Hyundai,Hyundai i20,8,70000,Individual,Petrol,Manual,18.5,1197,82.85,5,4.0
Hyundai,Hyundai Grand,1,20000,Individual,Petrol,Manual,20.7,1197,81.86,5,6.5
Hyundai,Hyundai Grand,6,70000,Individual,Diesel,Manual,24.0,1120,70.0,5,4.55
Maruti,Maruti Wagon R,13,100000,Individual,Petrol,Manual,18.9,1061,67.0,5,1.5
Honda,Honda Amaze,3,50000,Individual,Petrol,Manual,17.8,1198,86.7,5,5.5
Hyundai,Hyundai i20,6,67000,Dealer,Diesel,Manual,22.54,1396,88.73,5,5.0
Hyundai,Hyundai Verna,8,70000,Dealer,Diesel,Manual,22.32,1582,126.3,5,3.65
Honda,Honda Amaze,2,21100,Dealer,Petrol,Automatic,18.1,1199,88.7,5,7.75
Hyundai,Hyundai Grand,6,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,3.1
Hyundai,Hyundai Venue,2,27594,Trustmark Dealer,Petrol,Manual,18.27,998,118.35,5,9.95
Hyundai,Hyundai i10,9,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,1.9
Toyota,Toyota Innova,5,37000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,15.75
Honda,Honda WR-V,2,25000,Individual,Petrol,Manual,17.5,1199,88.7,5,9.06
Ford,Ford Ecosport,4,35000,Individual,Diesel,Manual,23.0,1498,98.96,5,7.85
Maruti,Maruti Alto,10,11266,Dealer,Petrol,Manual,20.92,998,67.1,5,2.35
Maruti,Maruti XL6,2,12005,Dealer,Petrol,Automatic,17.99,1462,103.2,6,12.0
Mahindra,Mahindra Bolero,8,80000,Individual,Diesel,Manual,15.96,2523,62.1,7,4.7
Honda,Honda City,10,119000,Individual,Petrol,Manual,17.0,1497,118.0,5,4.0
Kia,Kia Seltos,1,3500,Dealer,Petrol,Automatic,16.8,1497,113.4,5,14.9
Maruti,Maruti Baleno,2,11000,Dealer,Petrol,Manual,21.4,1197,83.1,5,5.35
Skoda,Skoda Rapid,5,47612,Dealer,Diesel,Manual,21.13,1498,108.6,5,5.9
Renault,Renault KWID,5,41000,Individual,Petrol,Manual,25.17,799,53.3,5,2.35
Hyundai,Hyundai Creta,2,21000,Dealer,Petrol,Manual,15.8,1591,121.3,5,12.5
Maruti,Maruti Wagon R,6,120000,Individual,Petrol,Manual,20.51,998,67.04,5,3.0
BMW,BMW X1,2,22450,Dealer,Diesel,Automatic,20.68,1995,190.0,5,30.11
Maruti,Maruti Swift,1,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,6.15
Renault,Renault KWID,5,50000,Individual,Petrol,Manual,25.17,799,53.3,5,2.5
Mahindra,Mahindra XUV500,6,42000,Dealer,Diesel,Manual,16.0,2179,140.0,7,9.25
Maruti,Maruti Swift Dzire,2,14000,Dealer,Diesel,Manual,19.3,1248,73.9,5,7.25
Renault,Renault KWID,3,10000,Individual,Petrol,Manual,23.01,999,67.0,5,3.5
Maruti,Maruti Wagon R,4,70000,Individual,Petrol,Manual,20.51,998,67.04,5,3.6
Honda,Honda City,6,70000,Individual,Diesel,Manual,25.1,1498,98.6,5,7.0
Mahindra,Mahindra XUV500,3,50000,Individual,Diesel,Automatic,15.1,2179,152.87,7,13.0
Volkswagen,Volkswagen Polo,10,64471,Dealer,Petrol,Manual,15.26,1598,103.5,5,2.85
Maruti,Maruti Wagon R,17,50000,Individual,Petrol,Manual,18.9,998,67.1,5,0.62
Maruti,Maruti Ignis,3,20000,Individual,Petrol,Automatic,20.89,1197,81.8,5,5.5
Honda,Honda Amaze,4,33869,Dealer,Petrol,Manual,17.8,1198,86.7,5,5.27
Mahindra,Mahindra Bolero,9,63497,Individual,Diesel,Manual,15.96,2523,62.1,7,3.96
Maruti,Maruti Swift Dzire,7,70000,Individual,Petrol,Manual,19.1,1197,85.8,5,3.84
Hyundai,Hyundai i10,12,67000,Individual,Petrol,Manual,20.36,1197,78.9,5,2.1
Maruti,Maruti Swift,6,50000,Individual,Diesel,Manual,25.2,1248,74.0,5,5.0
Datsun,Datsun RediGO,3,20000,Individual,Petrol,Manual,22.7,799,53.64,5,2.1
Hyundai,Hyundai Verna,9,57000,Dealer,Petrol,Manual,17.01,1591,121.3,5,4.25
Mahindra,Mahindra Bolero,10,30000,Individual,Diesel,Manual,13.6,2523,63.0,7,4.25
Maruti,Maruti Swift Dzire,3,80000,Individual,Diesel,Automatic,28.4,1248,74.02,5,4.95
Maruti,Maruti Alto,5,50000,Individual,Petrol,Manual,24.7,796,47.3,5,2.2
Tata,Tata Safari,10,190000,Individual,Diesel,Manual,11.57,2179,138.1,7,2.18
Mahindra,Mahindra Bolero,3,60000,Individual,Diesel,Manual,15.96,2523,62.1,7,7.5
Maruti,Maruti Ciaz,4,60000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,7.15
Audi,Audi A6,7,21000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,18.0
Maruti,Maruti Alto,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,3.5
Renault,Renault KWID,2,25000,Individual,Petrol,Manual,25.17,799,53.3,5,3.0
Maruti,Maruti Alto,11,100000,Individual,Petrol,Manual,20.92,998,67.1,5,1.68
Land Rover,Land Rover Rover,9,175000,Individual,Diesel,Automatic,11.8,2993,241.6,7,25.0
Mercedes-Benz,Mercedes-Benz E-Class,9,86500,Dealer,Diesel,Automatic,14.21,2143,203.0,5,14.0
Maruti,Maruti Swift Dzire,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,3.5
Hyundai,Hyundai Verna,8,76300,Individual,Diesel,Manual,22.32,1582,126.32,5,4.8
Renault,Renault KWID,2,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,4.0
Hyundai,Hyundai Grand,2,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,4.95
Mahindra,Mahindra KUV,5,26000,Individual,Petrol,Manual,18.15,1198,82.0,6,4.2
Maruti,Maruti Swift Dzire,3,100000,Individual,Diesel,Manual,23.4,1248,74.0,5,5.31
Ford,Ford Ecosport,2,4000,Individual,Petrol,Manual,17.0,1497,121.36,5,8.0
Maruti,Maruti Swift Dzire,6,86000,Individual,Diesel,Manual,26.59,1248,74.0,5,5.5
Volkswagen,Volkswagen Vento,9,81000,Dealer,Diesel,Manual,20.54,1598,103.6,5,4.65
Maruti,Maruti Alto,9,41321,Dealer,Petrol,Manual,19.7,796,46.3,5,1.85
Mahindra,Mahindra Bolero,10,46000,Individual,Diesel,Manual,13.6,2523,63.0,7,3.4
